characters_count,and_or_count,blank_line,capital_start,end_dot,imperative_start,wrap_to_72,verb_direct_obj,changed_files_count,changes_methods_count,files_to_body_ratio,methods_to_body_ratio,methods_long,methods_complexity,methods_parameters,added_lines,removed_lines,label
11,1,1,1,1,0,1,0,2,3,0,0,1,1,1,12,3,neutral
46,1,1,1,1,1,1,1,11,0,0.09,-1,1,1,1,474,0,neutral
66,1,1,1,1,1,1,1,11,0,0,-1,0.71,0.89,1,619,0,neutral
28,1,1,1,1,0,1,0,4,0,0,-1,1,1,1,59,0,bad
13,1,1,1,1,1,1,1,1,0,0,-1,0.6,1,1,99,0,good
41,1,1,1,1,0,1,1,2,0,0,-1,0.32,1,1,181,0,neutral
49,1,1,1,1,0,1,0,2,5,0,0.4,1,1,1,53,18,bad
26,1,1,1,1,0,1,0,2,1,0,0,-1,-1,-1,16,16,bad
30,1,1,1,1,1,1,1,1,3,0,0,1,-1,-1,13,10,good
42,1,1,1,1,1,1,1,11,0,0,-1,0.29,0.11,-1,0,447,good
24,1,1,1,1,1,1,1,6,0,0,-1,0.63,-1,-1,0,254,good
48,1,1,1,1,0,1,1,3,0,0,-1,1,1,1,160,0,neutral
31,0,1,1,0,1,1,1,76,31,0,0,0.58,0.9,0.86,3340,554,bad
9,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,0,good
15,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,0,good
22,1,1,1,1,0,1,0,3,0,0,-1,-1,-1,-1,4,9,bad
30,1,1,1,1,1,1,1,6,0,0,-1,-1,-1,-1,4,4,good
46,0,1,1,1,1,1,0,27,15,0,0,0.64,0.21,1,306,77,bad
45,1,1,1,1,1,1,1,18,0,0,-1,-1,-1,-1,68,40,neutral
46,0,1,1,1,1,1,1,93,22,0,0,-1,-1,-1,300,406,bad
50,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,0,good
47,0,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,8,5,good
17,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,4,3,good
22,1,1,1,1,1,1,1,5,2,0,0,-1,-1,-1,46,24,good
35,1,1,1,1,1,1,1,1,1,0,0,-1,1,1,1,0,good
23,1,1,1,1,0,1,0,11,2,0,0,1,-1,-1,10,11,bad
47,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,1,good
48,1,1,1,1,0,1,0,6,6,0,0,-1,0.75,1,33,22,bad
31,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,0,good
20,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,2,2,good
12,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,0,good
31,1,1,1,1,1,1,1,4,0,0,-1,-1,-1,-1,17,22,good
25,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,9,8,good
22,1,1,1,1,1,1,0,7,7,0,0,1,1,1,173,22,bad
55,1,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1,163,0,neutral
38,1,1,1,1,1,1,1,4,0,0,-1,1,1,1,74,0,good
25,1,1,1,1,0,1,0,1,1,0,0,-1,-1,1,1,1,bad
29,1,1,1,1,1,1,1,2,1,0,0,1,1,1,0,19,good
49,0,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,5,2,good
25,1,1,1,1,1,1,1,4,2,0,0,1,0.67,0.67,2,13,good
48,0,1,1,1,1,1,1,4,2,0,0,-1,1,1,14,5,good
31,1,1,1,1,1,1,1,5,3,0,0,-1,1,1,27,12,good
26,1,1,1,1,1,1,1,2,1,0,0,-1,1,1,3,3,good
49,0,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good
27,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,26,good
41,1,1,1,1,1,1,1,4,2,0,0,-1,1,1,18,6,good
34,1,1,1,1,1,1,1,2,2,0,0,1,1,1,23,5,good
101,1,1,1,0,0,0,1,11,0,0,-1,-1,-1,-1,55,25,bad
128,0,1,1,1,1,0,1,6,0,0,-1,-1,-1,-1,17,48,bad
48,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,23,23,good
42,1,1,1,1,1,1,1,5,0,0,-1,0.65,1,1,312,0,neutral
23,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,40,0,good
48,1,1,1,1,1,1,1,1,14,0,0,-1,1,1,80,29,neutral
27,1,1,0,1,0,1,1,3,0,0,-1,-1,-1,-1,5,2,neutral
34,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,-1,2,2,good
44,1,1,0,1,0,1,0,13,46,0,0,1,1,1,260,93,bad
49,1,0,0,1,0,1,0,3,1,0,0,1,-1,-1,4,4,bad
39,0,1,0,1,0,1,1,3,1,0,0,-1,1,1,4,4,good
39,0,1,0,1,0,1,1,3,1,0,0,1,-1,-1,4,4,good
30,1,1,0,1,0,1,0,8,26,0,0,0.47,1,1,152,39,bad
22,1,1,0,1,0,1,0,2,3,0,0,0.61,0.78,0.78,18,3,bad
64,0,1,0,1,0,1,0,9,20,0,0.1,0.43,1,0.43,103,18,bad
108,0,1,0,1,0,0,1,5,24,0,0,-1,1,1,92,35,bad
91,0,1,0,1,0,0,1,5,7,0,0,0.83,0.83,0.83,103,9,bad
23,1,1,0,1,0,1,0,4,0,0,-1,1,1,1,3354,0,bad
34,1,1,0,1,0,1,1,5,8,0,0,0.45,0.94,0.94,81,7,neutral
64,0,1,1,1,0,1,1,15,30,0,0,0.98,1,0.98,319,16,bad
81,0,1,0,0,0,0,0,12,26,0,0,0.79,0.92,0.99,352,51,bad
43,1,1,0,1,0,1,1,14,41,0,0,0.8,0.74,0.88,448,18,bad
36,1,1,0,1,1,1,0,24,11,0,0,1,1,1,325,93,bad
30,1,1,0,1,0,1,0,4,6,0,0,0.63,1,1,91,12,bad
30,1,1,0,1,0,1,0,2,1,0,0,1,1,1,42,1,bad
30,1,1,0,1,0,1,0,2,0,0,-1,-1,-1,-1,0,3,bad
17,1,1,0,1,0,1,1,31,66,0,0,-1,-1,-1,226,220,bad
13,1,1,0,1,0,1,0,3,2,0,0,-1,-1,-1,6,17,bad
30,1,1,0,1,0,1,0,2,0,0,-1,1,1,1,46,0,bad
27,1,1,0,1,0,1,0,6,11,0,0,1,1,1,48,7,bad
27,1,1,0,1,0,1,0,2,1,0,0,1,1,1,75,0,bad
27,1,1,0,1,0,1,0,9,8,0,0,1,1,1,196,2,bad
76,1,1,0,1,0,0,1,5,16,0,0,0.3,1,0.66,210,15,bad
33,1,1,0,1,0,1,1,3,2,0,0,0.12,1,1,69,3,neutral
61,0,1,0,1,0,1,1,6,14,0,0,1,1,1,238,73,bad
32,1,1,0,1,0,1,1,4,2,0,0,1,1,1,207,1,bad
32,1,1,0,1,0,1,1,1,0,0,-1,-1,-1,-1,2,1,good
44,1,1,0,1,0,1,1,14,28,0.07,0,0.79,1,1,376,41,bad
50,1,1,0,1,0,1,1,75,2,0,0,0.39,1,0.77,9986,2,bad
27,1,1,1,1,1,1,0,70,2,0,0,0.35,0.88,1,761,115,bad
53,0,1,0,1,0,1,1,3,2,0,0,1,-1,-1,84,73,neutral
21,1,1,0,1,0,1,1,1,1,0,0,-1,-1,-1,0,4,good
33,1,1,1,1,0,1,1,2,3,0,0,1,-1,-1,47,56,good
33,1,1,1,1,0,1,1,4,7,0,0,-1,1,1,35,40,neutral
13,1,1,0,1,1,1,1,2,2,0,0,-1,1,1,11,6,good
54,1,1,1,1,0,1,1,14,6,0,0,0.98,1,1,243,4,neutral
30,1,1,0,1,0,1,1,2,3,0,0,1,1,1,12,2,good
73,1,1,1,1,0,0,0,13,11,0,0,0.15,1,0.5,352,31,bad
50,1,1,0,1,0,1,1,4,0,0,-1,1,1,1,155,0,neutral
70,0,1,0,1,0,1,0,5,2,0,0,1,1,1,99,5,bad
48,1,1,0,1,0,1,0,1,0,0,-1,-1,-1,-1,0,2,bad
119,1,1,0,1,0,0,1,1,0,0,-1,1,1,1,25,0,bad
35,1,1,0,1,0,1,1,23,28,0,0.04,0.65,0.88,0.77,634,36,bad
54,1,1,1,1,0,1,0,7,26,0,0,0.78,1,1,96,105,bad
54,1,1,1,1,0,1,0,2,24,0,0,1,1,1,92,89,bad
36,1,1,0,1,1,1,0,4,2,0,0,1,0.65,1,64,31,bad
43,1,1,1,1,0,1,0,7,7,0,0,0.58,1,0.58,163,23,bad
35,1,1,0,1,0,1,1,1,0,0,-1,1,1,1,45,0,good
40,1,1,0,1,1,1,0,7,3,0,0,1,0.76,1,72,6,bad
52,0,1,0,1,0,1,1,25,52,0,0,0.76,0.93,0.95,934,139,bad
49,1,1,0,1,0,1,0,3,4,0,0,1,1,1,11,10,bad
49,1,1,0,1,0,1,0,1,22,0,0,1,0.97,1,63,49,bad
20,1,1,0,1,0,1,1,1,1,0,0,-1,1,1,7,2,good
43,1,1,0,1,0,1,1,3,22,0,0,0.89,0.8,1,270,13,neutral
39,1,1,1,1,0,1,1,33,10,0,0,1,1,1,855,2,bad
27,1,1,0,1,1,1,0,55,57,0,0,1,1,1,1020,676,bad
39,1,1,0,1,0,1,1,1,30,0,0,1,1,1,141,0,good
36,0,1,0,1,0,1,1,1,66,0,0,-1,-1,-1,65,67,bad
34,0,1,0,1,0,1,1,2,8,0,0,1,1,1,51,0,neutral
33,1,1,0,1,0,1,1,1,14,0,0,1,1,1,201,0,good
20,1,1,0,1,0,1,1,1,0,0,-1,-1,-1,-1,0,16,good
45,0,1,0,1,0,1,0,3,14,0,0,-1,-1,-1,220,200,bad
24,1,1,0,1,0,1,1,1,6,0,0,1,1,1,84,0,good
18,1,1,1,1,0,1,0,1,0,0,-1,-1,-1,-1,662,0,bad
25,1,1,0,1,0,1,1,1,11,0,0,1,1,1,59,17,good
14,1,1,0,1,0,1,1,1,0,0,-1,-1,-1,-1,20,12,neutral
14,1,1,0,1,0,1,1,1,0,0,-1,-1,-1,-1,2,2,neutral
14,1,1,0,1,0,1,1,1,0,0,-1,-1,-1,-1,2,1,neutral
20,1,1,0,1,0,1,0,8,3,0,0,1,1,1,186,28,bad
20,1,1,0,1,0,1,0,5,41,0,0,1,0.99,1,160,4,bad
28,1,1,1,1,0,1,1,16,20,0,0,1,1,1,434,4,bad
28,1,1,1,1,0,1,1,1,0,0,-1,-1,-1,-1,1,1,good
28,1,1,1,1,0,1,1,15,14,0,0,1,1,1,128,41,bad
38,1,1,0,1,0,1,1,3,1,0,0,1,1,1,40,1,good
41,1,1,0,1,0,1,1,1,0,0,-1,-1,-1,-1,0,31,good
37,1,1,0,1,0,1,1,2,3,0,0,1,1,1,88,2,good
37,1,1,0,1,0,1,1,1,15,0,0,1,1,1,17,0,good
74,0,1,0,1,0,0,0,6,3,0,0,0.79,1,0.88,429,1,bad
38,1,1,0,1,0,1,0,3,14,0,0,0.49,0.71,1,131,14,bad
128,1,1,0,0,0,0,1,6,3,0,0,0.63,0.4,0.63,217,73,bad
35,0,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,2,2,neutral
28,1,1,1,1,0,1,0,2,16,0,0,0.4,0.77,0.52,142,7,bad
28,1,1,1,1,0,1,0,2,10,0,0,0.39,0.96,0.87,83,3,bad
45,1,1,1,1,0,1,1,1,0,0,-1,-1,-1,-1,6,0,good
75,0,1,0,1,0,0,1,6,0,0,-1,-1,-1,-1,11,8,bad
113,1,1,0,0,0,0,1,74,0,0,-1,0.61,0,0.23,0,9971,bad
35,1,1,0,1,0,1,1,1,0,0,-1,-1,-1,-1,1,1,good
32,0,1,0,1,0,1,0,2,0,0,-1,-1,-1,-1,1,4,neutral
22,1,1,0,1,1,1,0,7,45,0,0,0.78,1,1,196,71,bad
13,1,1,0,1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,neutral
16,1,1,1,0,0,1,1,1,6,0,0,-1,-1,-1,7,24,neutral
83,0,1,1,1,0,0,0,3,1,0,0,0.84,0.36,-1,0,160,bad
109,0,1,1,1,0,0,1,12,24,0,0.29,0.4,1,1,189,35,bad
59,1,1,1,1,0,1,1,21,53,0,0,0.65,0.93,0.65,430,136,bad
121,0,1,0,1,0,0,0,8,13,0,0,-1,1,1,117,29,bad
121,0,1,0,1,0,0,0,13,36,0,0,1,1,1,81,69,bad
26,1,1,1,1,0,1,1,1,0,0,-1,1,1,1,51,0,good
31,1,1,1,1,0,1,1,10,9,0,0,1,1,1,52,0,bad
10,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,3,0,neutral
21,1,1,1,1,1,1,1,1,3,0,0,-1,1,1,34,2,good
36,0,1,1,1,1,1,1,1,4,0,0,-1,-1,-1,14,2,good
17,1,1,1,1,1,1,1,2,4,0,0,1,1,1,52,5,good
9,1,1,1,1,1,1,1,2,6,0,0,1,1,1,13,5,neutral
23,1,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,17,1,good
21,1,1,1,1,1,1,1,2,2,0,0,0.75,1,1,130,3,neutral
35,0,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,14,2,good
27,1,1,1,1,1,1,1,2,1,0,0,1,1,1,4,1,good
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,14,1,good
20,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,4,1,good
16,1,1,1,1,1,1,1,2,0,0,-1,1,1,1,55,0,good
23,1,1,1,1,1,1,1,2,0,0,-1,1,1,1,42,1,good
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,1,neutral
21,1,1,1,1,1,1,1,2,6,0,0,1,1,1,62,4,good
36,0,1,1,1,1,1,1,2,2,0,0,1,1,1,52,1,neutral
13,1,1,1,1,1,1,1,2,1,0,0,-1,-1,-1,22,1,good
41,0,1,1,1,1,1,1,1,2,0,0,1,-1,-1,7,6,neutral
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,4,1,neutral
14,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,1,1,good
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,4,2,neutral
36,1,1,1,1,1,1,1,1,2,0,0,1,1,1,6,0,good
21,1,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,2,2,good
17,1,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,4,8,good
15,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,1,1,bad
14,1,1,1,1,1,1,1,2,4,0,0,-1,-1,-1,4,3,good
12,1,1,1,1,0,1,0,2,0,0,-1,-1,-1,-1,2,1,bad
18,1,1,1,1,1,1,1,5,2,0,0,0.77,1,1,163,4,neutral
34,1,1,1,1,1,1,1,1,7,0,0,1,1,1,83,63,good
35,1,1,1,1,1,1,1,2,2,0,0,1,0.79,1,79,3,good
31,1,1,1,1,1,1,1,2,2,0,0,1,1,1,35,17,good
30,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,good
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,0,neutral
10,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,neutral
26,0,1,1,1,1,1,1,1,4,0,0,1,-1,-1,5,1,good
25,1,1,1,1,1,1,1,3,5,0,0,1,1,1,84,32,good
31,1,1,1,1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,neutral
36,1,1,1,1,1,1,1,1,4,0,0,-1,-1,-1,20,17,good
18,1,1,1,1,1,1,1,2,2,0,0,0.29,1,1,11,3,good
19,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,4,2,good
38,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,4,1,good
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,12,5,good
17,1,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,0,5,good
17,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,2,2,good
18,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,2,2,good
16,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,good
33,1,1,1,1,1,1,1,1,7,0,0,1,1,1,21,8,good
32,1,1,1,1,0,1,1,1,2,0,0,0.67,1,0.67,76,71,good
21,1,1,1,1,1,1,0,1,2,0,0,1,1,1,7,1,neutral
54,1,1,0,1,0,1,0,1,1,0,0,-1,-1,-1,1,1,bad
23,1,1,1,1,1,1,1,1,2,0,0,1,1,1,20,1,good
10,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,1,0,bad
14,1,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,1,20,good
12,1,1,1,1,0,1,1,1,2,0,0,-1,-1,-1,1,1,good
21,1,1,1,1,1,1,1,1,5,0,0,-1,-1,-1,11,6,good
22,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,4,4,good
19,1,1,1,1,1,1,1,21,11,0,0,0.55,0.7,0.53,7029,3,bad
22,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,7,0,good
23,1,1,1,1,1,1,1,38,2,0,0,0.17,0.11,0.16,108,12758,bad
39,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good
46,1,1,1,0,1,1,1,2,5,0,0,0.27,0.42,0.27,39,19,neutral
14,1,1,1,1,1,1,0,1,1,0,0,1,-1,1,6,7,bad
27,1,1,1,0,1,1,1,2,8,0,0,-1,-1,-1,53,59,neutral
43,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good
36,1,1,1,1,1,1,1,2,10,0,0,1,1,1,92,6,neutral
11,1,1,1,1,1,1,0,1,1,0,0,-1,-1,-1,3,3,bad
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,6,3,neutral
15,1,1,1,1,1,1,1,2,3,0,0,1,-1,1,22,9,good
14,1,1,1,1,1,1,0,2,6,0,0,-1,1,-1,101,108,bad
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,16,3,good
17,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good
15,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,2,good
10,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,neutral
37,1,1,1,1,1,1,0,4,9,0,0,-1,0.71,-1,89,106,bad
11,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,3,1,bad
7,1,1,1,1,1,1,0,3,4,0,0,-1,-1,-1,1,16,bad
41,1,1,1,1,1,1,1,2,13,0,0,-1,-1,-1,103,133,neutral
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,2,neutral
17,1,1,1,1,1,0,1,1,0,0,-1,-1,-1,-1,2,2,neutral
41,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,6,2,good
44,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good
19,1,1,1,1,1,1,1,2,4,0,0,1,1,1,8,2,good
33,1,1,1,1,1,1,1,2,1,0,1,1,-1,1,17,0,good
34,1,1,1,1,1,1,1,2,0,0,-1,1,-1,1,13,1,good
23,1,1,1,1,1,1,0,1,0,0,-1,-1,1,-1,3,1,neutral
33,1,1,1,0,1,1,1,2,1,0,0,1,1,1,12,1,good
32,1,1,1,1,1,1,1,2,2,0,0,0.8,1,0.8,19,3,good
26,1,1,1,1,1,1,1,2,2,0,0,1,-1,1,15,0,good
16,1,1,1,1,1,1,1,2,2,0,0,1,1,1,4,2,good
16,1,1,1,1,1,1,0,1,2,0,0,-1,1,1,5,1,neutral
14,1,1,1,1,1,1,0,1,3,0,0,1,1,1,20,4,neutral
23,1,1,1,1,1,1,0,1,1,0,0,-1,-1,-1,0,18,neutral
31,1,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,1,1,good
22,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,3,4,good
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good
24,1,1,1,1,1,1,1,3,2,0,0,-1,-1,-1,25,5,neutral
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,good
32,1,1,1,1,1,1,1,2,1,0,0,1,1,1,5,1,good
10,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,0,1,neutral
44,1,1,1,1,1,1,0,1,0,0,-1,-1,-1,-1,1,1,neutral
18,1,1,0,1,1,1,0,19,0,0,-1,0.37,0.81,0.46,7921,0,bad
18,1,1,0,1,1,1,0,12,0,0,-1,-1,-1,-1,0,4654,bad
6,1,1,0,1,0,1,0,2,2,0,0,-1,-1,-1,44,3,bad
23,1,1,0,1,1,1,1,4,0,0,-1,-1,-1,-1,0,0,good
113,1,1,0,0,1,0,1,4,5,0,0,0.86,0.28,0.71,0,2024,bad
31,1,1,0,1,1,1,0,1,0,0,-1,0.63,0.93,0.65,1203,0,bad
31,1,1,0,1,1,1,1,3,77,0,0,1,0.91,1,246,104,bad
21,1,1,1,0,1,1,1,1,40,0,0,1,0.91,1,131,62,bad
21,1,1,0,1,1,1,1,1,18,0,0,1,1,1,25,33,good
21,1,1,0,1,1,1,1,1,12,0,0,0.02,0.98,0.98,79,76,good
42,1,1,1,1,1,0,1,2,6,0.5,0,-1,0.33,0.17,36,16,neutral
11,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,35,0,good
14,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,9,0,good
6,1,1,0,1,1,1,1,2,25,0,0,0.06,0.98,0.98,99,104,bad
6,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,3,1,bad
15,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,8,7,neutral
15,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,3,1,neutral
40,1,1,1,1,0,1,0,1,1,0,0,-1,-1,-1,1,1,bad
33,1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,4,1,good
42,1,1,1,1,1,1,1,1,1,0,0,-1,1,-1,5,3,good
35,1,1,1,1,1,0,0,3,0,0.33,-1,-1,-1,-1,2,1,bad
41,0,1,0,1,1,1,1,10,76,0,0,0.36,0.07,0.31,510,1736,bad
16,1,1,0,1,1,1,1,5,1,0.2,0,-1,0.08,-1,24,63,good
15,1,1,0,1,1,1,0,1,0,0,-1,-1,-1,-1,1,1,neutral
33,1,1,0,1,1,1,0,2,1,0,0,-1,-1,-1,6,2,neutral
24,0,1,0,1,1,1,0,2,1,0,0,1,-1,1,7,3,bad
9,1,1,0,1,1,1,0,2,0,0,-1,-1,-1,-1,2,2,bad
27,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,0,1,neutral
58,1,1,0,0,1,1,1,4,1,0,0,1,0.67,1,15,7,good
21,1,1,0,1,1,1,1,2,1,0,0,-1,-1,-1,2,2,good
16,1,1,0,1,1,1,0,3,25,0,0,1,1,1,138,117,neutral
11,1,1,0,1,1,1,1,1,1,0,0,-1,-1,-1,4,1,neutral
11,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,1,neutral
49,1,1,0,0,1,1,1,7,13,0,0,0.55,0.65,0.6,2363,35,bad
39,1,1,0,1,0,1,1,1,4,0,0,-1,-1,-1,4,4,good
18,1,1,0,1,1,1,0,3,15,0,0,1,1,1,58,13,bad
26,1,1,0,1,1,1,1,2,4,0,0,1,1,1,31,6,good
19,1,1,0,1,1,1,1,3,6,0,0,1,1,1,29,15,good
22,1,1,0,1,1,1,1,6,11,0,0,1,0.44,1,98,27,neutral
16,1,1,0,1,1,1,0,1,1,0,0,-1,-1,-1,1,1,neutral
16,1,1,0,1,0,1,0,4,53,0,0,1,-1,1,134,123,bad
20,1,1,0,1,1,1,0,1,1,0,0,-1,-1,-1,1,1,neutral
16,1,1,0,1,0,1,0,1,0,0,-1,-1,-1,-1,0,3,bad
52,1,1,0,0,0,1,0,3,4,0,0,1,1,0.96,67,17,bad
12,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,32,0,good
80,1,1,0,0,0,0,1,5,16,0,0,-1,-1,-1,234,220,bad
22,1,1,0,1,0,1,0,6,42,0,0,1,1,1,126,88,bad
22,1,1,0,1,0,1,0,1,1,0,0,-1,-1,-1,1,1,neutral
10,1,1,0,1,0,1,0,3,49,0,0,1,-1,1,263,256,bad
17,1,1,0,1,1,1,1,3,38,0,0,1,1,-1,62,45,neutral
24,1,1,0,1,1,1,0,3,2,0,0,-1,-1,-1,3,7,neutral
16,1,1,0,1,1,1,1,1,5,0,0,-1,-1,-1,5,5,good
26,1,1,0,0,1,1,1,1,0,0,-1,-1,-1,-1,0,5,good
5,1,1,0,1,0,1,0,2,1,0,0,-1,1,1,73,28,bad
19,1,1,0,1,1,1,1,2,1,0,0,-1,-1,-1,7,2,good
15,1,1,0,1,1,1,0,1,0,0,-1,-1,-1,-1,2,0,neutral
14,1,1,0,1,1,1,1,3,1,0,0,-1,-1,-1,8,3,good
24,1,1,0,1,1,1,1,3,1,0,0,-1,1,1,8,5,good
34,1,1,0,1,1,1,1,4,12,0,0,-1,-1,-1,27,20,good
17,1,1,0,1,0,1,0,3,20,0,0,-1,-1,-1,30,32,bad
38,1,1,1,0,0,1,0,6,20,0,0,1,-1,-1,36,45,bad
11,1,1,0,1,0,1,0,4,23,0,0,-1,1,-1,48,40,bad
13,1,1,0,1,1,1,0,3,8,0,0,-1,1,-1,12,14,bad
20,1,1,0,1,1,1,1,7,41,0,0,0.87,0.35,0.87,132,96,bad
11,1,1,0,1,0,1,0,4,29,0,0,-1,1,-1,63,70,bad
11,1,1,0,1,0,1,0,1,12,0,0,-1,-1,-1,53,42,bad
15,1,1,0,1,1,1,0,1,1,0,0,-1,-1,-1,1,1,neutral
11,1,1,0,1,0,1,0,3,32,0,0,-1,-1,-1,59,65,bad
21,1,1,0,1,1,1,0,3,7,0,0,-1,-1,-1,26,16,bad
22,1,1,0,1,1,1,1,14,51,0.14,0,-1,1,1,141,131,bad
31,1,1,0,0,0,1,0,2,1,0,0,-1,-1,-1,2,2,bad
23,1,1,0,1,1,1,1,1,1,0,0,-1,-1,-1,0,1,neutral
21,1,1,0,1,0,1,1,2,11,0,0,1,-1,0.5,51,46,neutral
20,1,1,0,1,1,1,1,2,11,0,0,1,1,1,34,14,good
67,0,1,0,1,1,1,0,2,8,0,0,1,1,1,42,12,neutral
19,1,1,0,1,1,1,1,2,1,0,0,-1,-1,-1,81,1,good
13,1,1,0,1,1,1,0,3,3,0,0,1,1,1,13,2,neutral
16,1,1,0,1,1,1,1,3,13,0,0,0.62,0.4,1,76,21,good
23,1,1,0,1,1,1,1,2,1,0,0,-1,-1,-1,1,1,good
23,1,1,0,1,1,1,1,1,2,0,0,-1,-1,-1,17,7,good
16,1,1,0,1,1,1,1,2,6,0,0,1,0.83,1,28,8,good
13,1,1,0,1,1,1,0,2,3,0,0,1,-1,1,4,2,bad
18,1,1,0,1,1,1,0,2,5,0,0,0.6,1,-1,31,25,bad
19,1,1,0,1,1,1,0,2,2,0,0,1,1,1,19,13,bad
17,1,1,0,1,1,1,0,1,0,0,-1,-1,-1,-1,2,1,bad
34,1,1,1,1,0,1,0,3,15,0,0,0.88,0.14,0.98,94,36,bad
84,1,1,0,1,0,0,1,4,2,0,0,1,1,1,10,7,bad
17,1,1,0,1,1,1,1,1,1,0,0,-1,-1,-1,1,1,good
11,1,1,0,1,1,1,0,1,0,0,-1,-1,-1,-1,1,0,bad
6,1,1,0,1,1,1,0,1,3,0,0,-1,-1,-1,2,2,bad
53,1,1,0,1,0,1,1,1,1,0,0,-1,-1,-1,1,2,good
28,1,1,1,1,1,1,1,4,11,0,0,0.7,0.9,1,28,7,neutral
24,1,1,0,1,0,1,1,2,22,0,0,1,1,1,58,53,neutral
40,1,1,0,1,0,1,0,2,3,0,0,-1,-1,-1,3,3,bad
40,1,1,0,1,0,1,0,2,5,0,0,-1,-1,-1,4,5,neutral
